Time,Alabama (Index),Alaska (Index),Arizona (Index),Arkansas (Index),California (Index),Colorado (Index),Connecticut (Index),Delaware (Index),Florida (Index),Georgia (Index),Hawaii (Index),Idaho (Index),Illinois (Index),Indiana (Index),Iowa (Index),Kansas (Index),Kentucky (Index),Louisiana (Index),Maine (Index),Maryland (Index),Massachusetts (Index),Michigan (Index),Minnesota (Index),Mississippi (Index),Missouri (Index),Montana (Index),Nebraska (Index),Nevada (Index),New Hampshire (Index),New Jersey (Index),New Mexico (Index),New York (Index),North Carolina (Index),North Dakota (Index),Ohio (Index),Oklahoma (Index),Oregon (Index),Pennsylvania (Index),Rhode Island (Index),South Carolina (Index),South Dakota (Index),Tennessee (Index),Texas (Index),Utah (Index),Vermont (Index),Virginia (Index),Washington (Index),Washington DC (Index),West Virginia (Index),Wisconsin (Index),Wyoming (Index)
1990/3,147.27,122.81,134.51,129.03,230.25,129.1,247.1,224.45,153.36,160.56,242.9,128.66,169.73,141.02,118.84,119.61,145.32,103.06,234.38,203.83,299.89,148.6,140.1,125.79,146.88,122.23,126.9,147.39,210.15,235.94,134.7,281.7,162.97,112.5,145.33,101.06,131.88,196.71,261.48,162.83,126.06,147.21,117.71,118.96,214.62,189.01,176.51,187.42,105.11,137.8,91.17
1990/4,147.4,120.72,133.19,128.48,228.7,129.41,240.4,224.5,152.78,159.41,252.29,127.79,170.21,141.51,119.81,119.17,144.92,103.56,236.56,202.63,292.81,148.96,140.07,124.5,145.67,122.59,126.99,148.96,202.92,232.05,135.22,278.67,162.87,111.21,145.66,100.67,134.21,196,255.91,161.86,125.07,146.76,116.82,118.86,216.31,186.9,177.79,187.9,103.93,138.07,89.92
1991/1,148.65,124.96,135.21,129.8,228.62,130.89,239.96,227.92,154.53,161.18,258.06,131.14,172.25,143.69,121.4,119.66,147.39,103.01,229.73,204.03,289.82,150.74,142.07,127.18,147.34,120.59,128.17,152.23,200.25,230.95,136.21,278.33,163.84,113.27,147.32,102.46,136.51,197.63,256.69,163.76,128.01,148.08,118.26,122.52,213.21,188.02,182.02,190.04,104.33,140.03,90.03
1991/2,150.94,128.08,136.24,130.53,227.2,132.55,236.57,228.55,154.97,161.72,260.66,131.55,174.09,144.87,122.72,120.53,148.62,105.34,233.4,206.16,286.8,152.77,143.17,126.07,148.12,124.8,129.56,153.24,197.22,229.3,137.65,280.14,165.04,114.4,149.37,103.81,139.66,199.14,251.13,165.3,131.49,148.78,119.46,124.76,213.89,188.58,183.68,191.34,107.4,142.02,93.4
1991/3,151.72,132.05,135.67,131.69,227.19,133.71,233.88,228.6,154.76,161.29,260.77,134.3,175.31,145.95,123.83,120.73,149.4,106.3,229.23,205.57,283.48,153.97,143.53,126.34,148.52,126.88,130.69,153.95,193.01,227.97,138.48,279.3,165.39,114.65,150.38,104.11,142.09,199.27,248.25,166.31,130.23,149.11,119.59,124.84,213,187.16,184.44,189.47,106.13,144.16,94.7
1991/4,154.19,132.11,139.62,133.86,228.86,135.97,236.14,231.72,157.42,163.04,264.5,137.48,177.71,148.07,125.7,122.21,151.28,108.03,231.84,209.63,286.22,155.87,146.04,129.62,150.15,131.36,131.48,157.61,193.41,230.63,140.51,281.56,167.72,115.71,152.62,106.02,145.06,202.86,251.39,168.93,132.89,151.54,120.99,127.71,213.86,190.47,188.3,193.03,109.49,145.56,95.73
1992/1,155.45,133.9,140.3,134.98,227.66,137.89,237.13,231.88,159.31,164.11,263.88,138.99,178.9,149.37,126.09,122.93,152.32,109.31,233.31,210.38,285.3,157.13,146.77,131.28,150.95,133.26,133.23,158.81,193.49,232.47,144.08,286.78,168.79,118.08,154.29,106.65,148.09,203.92,249.96,169.81,136.48,152.85,122.97,129.6,213.86,191.59,189.18,195.92,109.66,147.26,96.73
1992/2,155.7,135.2,140,134.33,225.3,140.95,232.54,230.27,157.87,164.38,263.37,140.41,180.48,150.7,128.14,123.48,153.55,110.41,228.51,209.03,281.79,158.16,147.6,131.48,151.32,135.53,135.05,158.36,189.24,230.52,144.95,282.85,169.12,118.27,155.34,106.65,149.94,203.58,246.58,170.05,136.61,152.4,122.53,131.63,214.64,189.86,190.93,195.95,111.56,149.87,98.28
1992/3,158.62,135.9,140.95,136.7,224.86,144.02,233.34,231.4,160.53,167.65,265.1,143.61,182.21,153.01,129.83,124.95,155.59,111.82,229.41,211,283.42,159.34,149.29,132.47,152.41,139.34,137.11,161.15,188.28,232.34,145.76,285.98,171.2,119.62,157.47,108.3,153.58,205.5,246.72,172.58,140.54,155.76,124.61,133.82,216.54,192.24,193.51,195.28,112.79,151.72,99.98
1992/4,159.92,136.45,141.8,137.39,222.76,146.72,233.11,233.43,160.63,167.95,265.97,147.54,183.84,153.81,130.97,125.27,156.93,112.95,231,211.68,284.03,160.56,150.27,132.96,153.36,143.81,138.08,162.07,188.47,233.76,148.08,288,171.95,120.75,159,108.8,156.48,206.81,247.72,173.23,142.16,155.56,125.11,137.35,216.78,192.9,195.5,194.1,113.78,153.68,102.31
1993/1,161.01,136.26,141.92,138.63,219.31,149.42,229.51,232.16,160.87,168.3,265.37,148.75,184.97,154.86,132.16,126.11,157.77,113.79,227.78,211.11,282.12,161.18,151.57,133.45,153.47,146.42,139.31,162,186.72,233.66,150.05,282.71,172.4,121.54,159.76,109.21,158.64,206.5,246.25,173.48,143.71,156.27,125.5,140.31,215.92,192.35,196.37,192.9,114.64,154.9,102.81
1993/2,162.77,136.83,143.64,140.86,217.42,153.07,230.12,233.03,162.57,170.17,266.66,153.6,186.67,156.41,134.08,127.02,159.59,115.82,230.74,211.8,283.87,162.42,153.04,135.62,154.43,150.48,141.05,163.46,188.91,235.27,153.61,289.36,173.9,124.3,161.59,111.11,161.8,207.93,246.51,175.19,147.39,158.45,126.63,144.75,217.22,193.47,198.5,193.53,116.34,157.1,105.91
1993/3,165.66,139.28,144.79,143.4,215.58,157.4,230.11,232.57,163.89,171.34,265.63,157.75,188.61,158.3,136.78,128.8,160.82,117.85,228.87,212.46,284.88,163.86,154.97,137.36,155.53,153.14,143.26,164.68,189.22,235.83,156.61,288.44,175.75,126.63,163.53,112.52,165.57,208.69,245.83,177.26,150.11,160.49,128.08,149.97,217.63,193.84,201.19,194.18,119,159.33,108.66
1993/4,167.12,140.06,146.71,145.15,214.3,161.34,230.72,233.32,165.5,172.64,267.06,160.79,190.27,159.79,138.33,130.02,162.75,119.45,231.04,213.31,286.62,165.25,156.61,138.38,156.87,158.23,145.48,165.54,189.78,237.31,159.42,289.56,177.17,127.31,165.5,114.28,169.04,210.56,248.18,178.07,152.24,162.14,129.31,155.53,218.67,194.9,203.46,194.77,119.35,161.41,111.25
1994/1,168.21,141.14,148.73,147.97,212.18,166.01,228.76,232.4,165.31,173.19,267.82,161.79,192.89,161.52,140.9,132.13,165.43,121.55,230.96,213.73,286.8,167.11,157.57,140.55,158.54,160.49,147.34,165.76,190.26,237.97,164.19,286.26,178.78,129.11,167.38,114.84,173.34,210.49,246.81,179.02,156.04,163.91,129.94,161.82,219.6,195.14,205.99,196.06,121.66,165.65,113.83
1994/2,170.23,144.4,150.81,149.2,207.05,173.68,223.62,229.73,164.19,174.22,264.56,167.56,195.62,163.92,144.55,136.13,169.77,124.3,225.15,211.69,283.91,169.91,160.38,142.65,161.47,167.46,152.2,166.49,186.98,235.88,169.65,282.42,181.59,132.68,170.16,117.02,179.42,209.33,240.49,180.29,158.23,166.13,130.13,170.79,217.2,194.92,209.86,188.44,123.32,171.73,116.72
1994/3,170.94,146.37,152.8,151.02,203.99,177.98,220.71,227.42,164.47,174.88,265.9,169.7,197.35,165.82,147.26,137.76,171.22,125.5,223.64,209.71,283.69,173.25,161.69,144.01,163.99,171.63,155.71,167.12,184.27,233.58,173.17,280.92,184.01,134.33,171.15,117.08,183.86,207.67,236.04,181.09,159.58,168.68,130.23,176.54,217.34,194.6,211.14,189,124.81,175.49,120.29
1994/4,171.09,145.31,154.48,152.12,201.09,179.45,217.95,226.34,164.42,175.58,259.33,170.44,197.67,166.03,147.36,138.94,173.09,125.39,220.09,207.89,281.31,175.4,162.2,146.47,164.26,172.54,155.8,166.78,183.61,230.88,175.67,275.75,186.26,134.61,172.65,117.21,186.96,206.04,233.45,181.56,162.71,169.84,129.56,179.66,217.85,194.34,210.58,181.72,124.78,175.73,121.95
1995/1,172.69,147.64,156.43,152.9,199.76,182.76,216.7,227.02,164.96,176.52,258.16,171.47,199.66,168.11,149.08,140.29,175.08,126.9,222.15,207.93,283.04,178.55,163.78,146.49,166.38,174.44,157.69,168.1,184.45,230.73,177.07,274.4,187.74,137.1,173.59,117.93,191.12,205.44,235.3,183.19,160.5,172.35,129.52,184.32,215.07,193.8,212.69,184.8,126.21,177.94,123.73
1995/2,176.1,150.17,159.3,157.08,201.67,186.36,219.52,228.02,167.23,179.86,261.67,175.63,202.51,171.05,152.31,143.09,177.89,129.49,225.61,210.74,288.34,182.03,166.84,149.61,168.26,178.3,160.61,171.83,186.86,233.3,181.48,279.1,190.42,138.37,176.9,120.04,195.78,208.82,237.92,185.45,166.17,175.65,131.75,189.48,220.11,196.25,215.08,183.76,128.76,181.84,126.45
1995/3,178.9,151.69,162.35,159.07,204.01,190.1,224.84,231.79,170.38,182.27,262.14,178.8,204.96,174.04,154.42,144.45,180.4,131.48,229.89,213.11,293.06,185.33,169.88,151.94,170.62,182.34,162.91,174.28,190.75,237.27,184.84,283.8,193.59,139.93,179.98,122.01,200.71,212.47,242.08,187.84,167.26,178.22,133.37,195.94,220.67,198.52,218.28,188.61,131.02,184.34,127.9
1995/4,180.27,152.13,164.41,159.82,203.67,192.95,225.07,231.6,171.73,185.08,263.18,180.84,206.84,176.03,155.92,146.6,182.12,132.84,229.79,214.72,294.64,188.44,171.99,153.67,172.08,183.2,164.01,175.54,193.34,237.89,186.27,282.91,195.48,141.03,182.19,122.6,203.98,213.65,244.21,190.06,170.33,180.83,134.2,199.97,221.81,199.32,220.01,191.74,131.41,186.6,130.79
1996/1,183.44,154.59,167,162.17,203.64,195.35,228.03,234.41,173.56,187.27,257.76,182.96,209.05,178.2,158.03,147.07,184.32,134.75,235.04,217.3,298.29,191.13,174.35,154.6,173.65,186.2,165.93,177.56,194.21,240.94,187.49,287.65,197.82,144.37,184.82,124.12,208,216.33,246.74,192.87,173.12,183.69,135.56,204.63,225.5,201.44,222.01,194.32,133.37,188.09,132.28
1996/2,183.4,157.07,167.37,162.43,201.06,197.86,225.14,231.91,172.52,188.17,252.19,181.42,209.75,179.9,159.38,149.81,185.94,136.43,232.19,214.89,298.75,196.44,175.55,155.35,176.03,187.95,169.48,176.87,193.68,239.08,187.12,285.92,199.51,143.11,186.56,124.94,211.06,213.86,241.82,193.68,172.52,185.4,135.3,206.96,222.12,200.89,222.24,190.23,133.84,189.89,133.22
1996/3,183.79,157.61,168.9,162.21,200.69,200.07,221.93,232.96,173.03,189.84,243.37,182.11,210.7,181.27,160.82,151.5,187.87,137.22,231.73,213.14,300.04,200.95,177.26,158.28,177.29,190.18,171.95,176.63,196.07,238.6,186.67,283.93,201.92,145.4,187.89,125.78,214.46,213.08,238.26,195.19,174.98,187.53,135.62,210.51,221.01,200.03,223.48,187.94,134.36,192.08,134.46
1996/4,185.94,159.61,170.32,163.95,201.73,202.79,223.28,234.95,173.98,191.39,240.14,183.66,212.77,183.53,161.85,152.88,189.7,139.24,235.4,215.69,303.89,203.62,179.24,159.36,179.32,191.1,172.9,178.64,197.08,238.48,187.75,283.7,203.52,145.46,189.79,126.52,217.99,214.49,239.9,197.95,174.05,189.14,136.1,214.3,221.08,201.69,225.33,189.22,134.54,194.28,134.54
1997/1,188.01,159.43,172.19,165.42,202.69,204.94,224.59,234.83,175.96,193.52,237.38,185.36,214.16,184.92,163.43,153.36,192.68,140.65,234.04,216.47,306.62,207.11,181.43,159.86,181.01,191.57,174.42,179.69,198.51,240.36,189.27,283.71,206.08,145.9,192.27,127.36,221.57,215.83,241.53,199.31,176.8,191.61,136.76,217.9,225.59,203.05,226.9,189.57,135.43,196.48,135.4
1997/2,189.31,160.72,173.08,167,204.72,207.62,225.66,235.21,175.89,195.75,230.92,185.7,215.7,186.83,165.24,155.72,193.74,141.6,236.37,215.41,311.18,211.59,183.35,160.92,182.66,192.53,177.84,179.87,201.19,241.14,190.17,287.15,208.65,146.41,193.78,128.02,224.15,215.7,239.8,201.79,179.6,193.27,137.76,219.09,222.52,203.35,229.84,190.95,137.93,198.17,137.02
1997/3,192.17,161.99,176.09,167.9,208.77,210.91,228.23,237.29,178.23,199,231.11,188.65,217.89,189.54,167.71,157.49,196,143.58,239.58,217.26,315.67,215.27,186.72,163.37,184.9,194.93,180.05,182.57,203.57,243.93,191.12,289.64,211.52,148.81,196.49,129.69,228.78,217.83,244.78,205.12,181.5,195.73,139.03,223.42,225.38,205.58,234.54,189.46,138.48,200.85,138.18
1997/4,194.73,164.14,178.81,170.12,212.42,214.2,230.49,238.96,181.29,201.88,229.95,190.92,219.91,191.94,169.14,159.38,198.42,145.89,243.19,219.78,320.51,218.32,189.37,165.77,186.74,198.41,182.44,183.76,206.69,246.32,193.12,292.58,214.57,151.16,198.9,131.61,231.62,220.07,247.68,207.86,184.05,198.42,140.69,227.3,225.29,207.59,237.7,189.39,140.39,202.86,140.32
1998/1,197.92,163.88,181.3,171.96,217.06,217.22,236.02,242.96,184.79,205.45,231.92,193.04,221.8,193.73,171.34,161.25,200.21,147.89,246.71,222.54,324.84,220.78,192.53,167.78,188.45,199.9,184.05,186.17,209.63,250.77,194.42,299.07,217.3,153.55,201.25,133.3,235.1,223.59,251.81,210.98,186.81,201.96,142.98,229.96,229,209.28,242.3,197.07,143.31,204.17,142.21
1998/2,199.45,166.62,182.84,171.89,221.81,219.83,236.12,243.68,184.62,207.3,231.36,193.76,222.71,195.43,173.51,162.87,202.55,149.23,248.53,222.31,331.66,224.99,193.91,170.43,190.29,199.62,185.23,186.34,213.72,251.73,194.12,301.35,218.8,154.78,203.14,134.39,236.41,224.06,250.59,213.11,187.69,203.44,144,232.18,229.1,210.22,245.84,198.09,143.47,206.54,142.12
1998/3,201.62,168.12,185.3,174.7,227.67,223.86,239.58,244.84,186.97,211.11,232.48,194.83,224.82,197.65,175.39,165.65,205.04,151.72,251.48,223.6,339.95,228.72,197.92,171.95,192.49,201.3,187.99,187.14,217.6,254.32,195.76,303.68,222,156.79,205.62,135.81,238.82,224.89,253.05,216.19,189.07,205.94,146.29,234.37,229.38,211.81,250.45,199.7,145.45,208.96,142.96
1998/4,204.11,167.9,187.47,176.66,232.06,226.59,242.71,246.21,189.7,214.25,231.58,196.21,226.52,199.37,177.58,167.4,207.7,153.15,255.21,225.82,344.94,230.85,200.22,173.73,194.16,203.48,190.2,188.44,221.35,256.22,197.84,307.76,224.13,157.55,207.86,138.05,241.01,227.9,255.94,219.1,188.93,208.3,147.89,236.64,232.76,213.88,253.28,205.7,146.79,209.7,143.26
1999/1,204.8,169.9,189.33,177.42,235.56,230.99,245.96,250.19,190.82,217.15,230.46,198.07,228.55,201.26,179.17,169.24,209.55,154.54,257.74,228.29,351.91,234.53,203.51,176.05,196.65,203.43,191.6,188.87,224.62,259.37,198.04,310.08,226.06,157.71,210.03,138.69,242.17,229.46,257.96,222.21,191.88,210.22,149.26,237.92,235.13,216.31,255.69,207.71,147.76,213.43,144.1
1999/2,205.62,173.54,191.78,177.64,239.58,238.11,248.99,252,192.28,220.42,229.07,198.96,231.27,202.3,181.84,172.54,211.94,156.14,263.3,229.18,363.42,239.62,209.61,178.43,199.7,205.56,195.17,188.6,231.19,263,197.8,315.88,228.43,158.28,211.86,140.08,243.62,230.14,260.3,225.25,194.29,210.78,152.15,236.93,236.85,219.06,260.13,212.04,147.37,216.85,146.31
1999/3,206.01,173.13,194.41,178.34,245.08,245.94,253.7,256.06,194.59,224.32,224.93,197.32,234.65,203.43,182.93,174.41,213.75,157.27,269.1,231.22,378.45,244.43,216.21,179.23,201.97,207.98,195.99,189.95,238.45,269.51,197.37,324.79,229.77,158.76,212.52,142.07,244.34,231.14,265.91,227.55,195.27,212.05,154.66,234.29,242.01,222.82,263.1,218.29,148.03,219.73,147.68
1999/4,207.54,173.24,196.27,178.98,250.29,250.18,256.86,257.42,196.97,226.92,225.05,196.93,236.99,204.45,184.12,175.52,215.52,157.67,271.49,233.77,387.36,247.46,219.09,179,204,207.53,197.29,190.07,242.96,272.36,198.23,330.97,230.85,157.35,213.9,142.17,245.22,232.19,270.47,229.49,196.4,212.85,156.49,235.28,244.47,225.77,265.18,224.69,146.79,221.05,148.17
2000/1,208.32,173.01,200.71,179.88,261.18,259.63,261.69,261.52,200.84,229.94,231.31,199.84,241.69,206.03,186.04,179.07,218.76,160.08,277.18,238.25,403.87,253.1,225.31,180.87,207.93,210.33,198.46,191.77,252.34,279.5,198.73,335.7,232.88,159.13,216.12,143.61,247.71,234.51,279.1,231.89,197.43,214.73,158.81,236.41,250.43,229.63,269.83,234.58,148.08,227.8,150.2
2000/2,210.09,175.2,202.98,181.6,268.19,265.96,268.73,266.1,204.42,233.66,231.02,199.79,245.83,207.77,188.53,180.4,220.73,160.69,284.93,240.81,416.77,256.65,231.99,182.19,210.43,212.01,201.32,194.2,261.06,286.2,199.43,345.83,235.84,160.32,218.75,145.32,249.42,237.96,287.6,234.72,201.26,215.93,161.49,236.36,254.43,234.36,272.59,242.89,149.16,228.98,151.74
2000/3,211.74,176.35,205.67,182.7,277.19,272.98,274.56,271.27,208.71,237.48,234,201.43,249.87,210.6,191.02,182.99,222.58,162.59,291.29,245.25,432.05,261.2,237.75,184.95,213.84,215.33,203.12,195.97,270.72,294.64,200.66,355.9,238.86,161.89,221.39,147.67,251.77,240.45,296.68,237.52,204.73,218.1,163.87,238.88,259.6,238.53,276.27,250.69,150.53,232.35,153.24
2000/4,214.42,176.8,208.79,185.13,285.76,279.07,278.36,274.76,213.1,241.33,239.64,203.59,252.72,212.49,192.44,184.82,225.44,163.97,297.16,249.06,442.49,264.95,242.38,186.27,216.47,218.31,204.61,198.84,278.17,299.07,201.81,361.37,241.47,163.24,224.28,148.58,254.46,243.29,302.21,240.75,204.95,220.06,165.78,242.25,264.49,242.57,279.79,255.54,151.8,235.18,156.62
2001/1,220.69,179.96,213.46,189.74,296.79,286.92,285.2,280.68,219.23,248.13,247.36,208.9,256.03,216.99,196.53,188.46,229.79,168.23,305.61,254.79,454.39,269.1,248.76,191.01,220.1,222.59,207.26,203.25,284.44,305.86,206.63,369.53,246.72,167.43,228.53,152.06,261.39,249.56,308.27,247.03,209.31,225.53,170.47,247.65,268.86,248.68,286.61,266.13,156.14,238.75,157.7
2001/2,221.59,183.7,216.74,190.84,305.88,292.75,291.28,285.39,224.77,251.17,251.11,211.23,260.47,218.78,198.64,190.69,231.89,169.94,311.43,259.78,468.18,272.6,255.47,192.22,223.4,225.27,209.53,205.84,294.13,314.56,208.23,377.7,248.9,168.55,230.9,153.58,263.86,253.57,318.77,249.8,212.41,226.7,172.71,248.2,274.2,254.46,290.48,278.39,157.59,241.99,160.72
2001/3,223.22,186.35,219.88,192.87,312.31,298.15,298.47,291,229.92,254.39,255.42,212.38,265.3,220.29,200,192.84,233.78,171.52,320.72,266.65,483.83,276.21,263.21,194.07,226.67,227.42,211.32,209.68,304.48,323.68,209.52,388.09,250.86,169.9,233.07,155.23,266.24,256.97,331.1,251.68,214.28,228.09,174.01,248.41,280.84,260.15,293.42,289.8,158.39,245.19,163.15
2001/4,225.73,186.62,222.02,194.79,316.7,300.58,303.68,295.05,235.47,257.69,259.29,214.75,267.77,222.29,202.46,194.55,235.65,173.15,325.7,270.96,493.69,278.49,266.72,195.75,228.93,228.98,213.04,212.34,309.85,330.08,210.96,394.93,253.16,171.27,234.99,156.95,268.52,260.21,338.13,254.57,215.19,230.81,175.96,251.02,284.19,263.72,295.39,298.73,159.94,247.04,165.2
2002/1,226.13,189.59,225.03,195.53,325.16,304.1,310.2,300.08,240.17,259.9,263.38,215.23,272.39,223.94,204.23,197.14,237.49,174.12,332.91,277.73,508.07,281.94,272.27,196.42,232.64,233.96,214.73,215.4,318.36,339.63,212.13,404.59,254.69,173.26,236.96,157.77,271.96,264.23,351.14,256.08,218.19,231.88,176.47,250.59,290,268.91,299,308.2,160.74,251.1,168.38
2002/2,227.34,194.99,228.01,196.38,336.2,307.44,319.08,307.9,247.48,261.86,269.19,216.25,277.23,224.59,205.22,199.04,239.12,175.52,343.36,286.86,526.72,285.07,279.54,195.79,235.73,236.04,216.1,218.92,329.62,352.28,215.07,417.43,255.8,174.79,238.59,159.34,273.84,268.87,368.48,257.54,221.13,232.28,177.97,250.09,296.63,276.49,302.63,319.34,162.61,254.58,170.72
2002/3,230.66,196.3,231.91,199.61,348.85,311.81,327.75,315.7,254.48,266.16,277.53,219.56,280.79,227.03,207.8,201.01,241.67,178.57,353.1,295.78,542.17,287.69,285.61,199.37,238.65,240.54,218.14,223.68,339.85,364.02,218.31,430.09,259.32,178.72,240.96,161.53,278.54,274.39,382.44,261.58,223.76,235.69,180.72,253.25,301.76,283.54,306.31,334.16,163.96,257.24,173.75
2002/4,233.36,195.84,234.57,202.05,359.05,313.73,334.63,320.82,260.23,269.22,281.14,221.81,283.98,228.07,209.56,202.59,243.93,181.22,359.55,301.82,554.43,289.53,290,201.31,241.55,242.94,219.58,226.2,347.5,372.45,220.28,439.34,261.07,180.56,242.53,163.45,280.78,279.16,394.5,263.83,225.13,237.77,182.62,254.57,304.45,287.45,308.92,344.1,166.35,259.11,175.54
2003/1,235.74,197.14,237.38,203.58,367.34,314.62,338.87,325.49,265.79,271.3,289.15,223.83,286.96,229.89,210.89,204.16,245.95,183.19,366.24,307.6,565.39,291.73,294,202.57,243.65,245.45,220.75,230.27,352.9,379.31,222.98,449.17,263.22,181.75,244.31,164.45,283.71,282.35,406.12,265.29,227.11,239.36,183.49,255.24,307.83,291.79,311.46,351.81,166.84,261.79,177.58
2003/2,237.83,200.24,239.83,204.89,374.23,315.98,344.46,332.42,272.22,273.12,296.14,225.72,289.87,231.04,212.49,205.58,247.88,185.06,371.49,314.25,574.53,293.99,297.43,204.18,245.37,250.51,222,234.82,358.38,385.97,225.52,460.08,264.97,184.55,246.07,166.56,286.34,286.02,415.8,267.98,228.33,241.4,184.67,256.16,312.91,296.55,314.13,358.63,168.48,264.12,181.54
2003/3,239.46,204.77,243.54,207.41,386.91,317.38,352.65,340.05,278.75,274.81,304.6,227.57,293.97,232.65,215.12,207.09,249.99,186.76,382.27,323.81,585.34,296.6,304.37,205.26,248.42,256.17,224.4,241.56,367.69,397.71,228.22,467.14,266.3,187.18,248.1,167.71,290.37,291.95,433.12,269.58,232.47,242.97,185.27,256.89,321.15,303.64,318.02,370.01,170.79,268.11,184.02
2003/4,241.04,212.82,251.77,210.46,411.67,321.08,365.54,352.96,291.74,278.37,321.86,230.71,303.16,234.7,218.51,210.36,253.59,189.9,396.6,341.35,610.39,300.93,315.35,206.79,254.08,262.94,228.03,256.03,382.15,417.9,233.19,489.12,268.7,190.71,251.49,169.32,297.74,300.61,461.36,272.11,237.41,245.57,186.39,257.07,337.7,315.98,326.1,389.35,172.28,276.92,187.5
2004/1,243.25,214.17,256.14,213.09,424.93,323.44,371.93,364.11,300.6,282.2,336.94,233.42,306.42,236.01,220.12,212.37,256.67,192.02,405.49,350.84,620.66,302.94,319.13,208.88,257.11,267.37,229.18,269.54,387.83,426.52,235.72,499.35,271.72,192.96,253.05,171.32,301.52,305.85,472.35,275.27,238.01,247.62,187.3,259.58,342.28,324.02,331.05,404.85,175.22,279.06,191.25
2004/2,244.81,219.33,265.25,216.65,451.52,325.93,384.02,372.11,314.73,284.11,356.24,239.41,313.43,236.82,222.47,214.58,258.92,194.98,417.29,367.3,635.26,305.04,325.41,211.06,260.41,273.92,232.45,294,398.18,439.97,241.04,514.16,274.27,195.87,254.58,172.86,310.52,313.88,493.86,277.63,242.32,250.38,189.19,262,352.25,336.52,340.96,424.81,178.52,284.73,196.32
2004/3,249.31,230.61,280.85,220.3,497.43,330.51,403.53,394.42,334.43,287.99,390.42,247.62,323.77,239.48,225.62,216.78,262.05,198.24,437.17,394.3,665.88,309.22,336.4,213.91,266.49,283.51,237.12,331.59,415.84,469.56,247.08,539.17,277.11,202.03,257.51,174.14,324.31,326.9,528.62,282.97,247.22,253.96,190.75,265.34,374.9,357.98,355.17,454.39,181.74,295.24,203.62
2004/4,253.05,233.02,292.34,224.12,516.53,333.72,411.28,406.54,349.69,292.58,404.42,254.17,328.4,242.09,228.12,219.44,266.99,200.95,446.29,407.82,677.02,312.66,341.27,216.83,270.09,290.1,239.03,344.16,423.97,481.46,252.09,552.86,281.88,206.13,260.18,177.03,331.84,334.16,542.07,288.11,250.54,257.03,192.94,270.49,382.58,370.38,363.38,478.73,185.19,298.69,207.47
2005/1,256.42,238.91,310.01,227.35,539.06,337.2,421.74,418.01,368.41,296.4,423.76,260.19,335.14,243.72,230.69,221.6,268.8,203.14,459.38,425.99,691.57,315.27,347.93,218.11,274.63,297.33,240.71,358.03,435.18,495.84,257.31,567.44,286.33,207.29,262.51,178.28,341.85,341.2,553.17,293.16,254.11,260.66,193.91,275.51,394.38,385.15,375.1,500.43,189.07,304.16,211.93
2005/2,262.46,247.86,341.95,232.55,570.63,342.21,435.98,435.65,395.85,300.29,448.58,272.03,342.99,245.88,233.46,224.71,272.56,207.37,469.56,451.78,707.97,317.05,355.05,222.44,278.71,309.37,244.14,376.88,445.51,517.42,268.64,586.42,290.15,213.74,264.61,181.24,360.1,352.83,575.93,298.25,260.15,266.31,197.03,284.22,407.48,407.02,395.01,529.87,195.15,309.59,218.41
2005/3,267.95,256.71,371.02,237.68,599.06,347.53,447.97,455.07,423.32,305.3,476.72,288.21,350.18,249.54,237.2,227.39,277.04,211.35,481.69,475.21,719.17,319.65,361.53,227.03,283.66,318.35,247.67,390.22,456.2,537.19,278.93,605.6,296.74,218.64,267.14,184.66,380.13,364.41,588.76,305.79,264.11,271.67,200.21,294.74,422.03,426.56,412.55,561.22,201.85,315.6,226.6
2005/4,273.43,264.46,396.8,240.88,625.78,350.89,457.05,464.73,445.68,309.31,503.21,301.29,356.52,250.08,238.99,228.54,278.46,218.45,489.4,494.35,724.21,318.88,365.58,232.1,286.86,328.86,246.9,404.7,461.5,553.54,287.19,619.26,303.05,221.48,267.47,186.84,396.69,371.93,597.67,312.51,268.33,276.05,202.55,304.5,430.79,438.43,429.82,589.46,204.63,318.62,232.74
